1521110629923,-0.009469383,0.07640566,0.98929185,-0.12399299,0.0,3,laying_down
1521110629928,-0.009509121,0.07644389,0.9892897,-0.12398326,0.0,3,laying_down
1521110629932,-0.00954043,0.07648051,0.98928756,-0.123975575,0.0,3,laying_down
1521110629936,-0.009565611,0.07651254,0.9892855,-0.123970166,0.0,3,laying_down
1521110629941,-0.009581704,0.07653769,0.98928386,-0.12396686,0.0,3,laying_down
1521110629946,-0.009593641,0.076552674,0.98928267,-0.123966075,0.0,3,laying_down
1521110629953,-0.009599247,0.0765631,0.9892813,-0.1239702,0.0,3,laying_down
1521110629957,-0.032831423,0.06934173,0.89252526,-0.44442388,0.0,3,laying_down
1521110629961,-0.032837804,0.06934501,0.892523,-0.44442752,0.0,3,laying_down
1521110629966,-0.032844376,0.069342285,0.89252216,-0.44442913,0.0,3,laying_down
1521110630005,-0.044177737,0.06668507,0.8239664,-0.5609643,0.0,3,laying_down
1521110630015,-0.04416146,0.066662244,0.82399386,-0.5609279,0.0,3,laying_down
1521110630019,-0.044147003,0.0666439,0.8240083,-0.56091005,0.0,3,laying_down
1521110630023,-0.044131055,0.06662337,0.8240229,-0.5608923,0.0,3,laying_down
1521110630027,-0.051551078,0.06703795,0.78510594,-0.6135611,0.0,3,laying_down
1521110630032,-0.051538005,0.067028835,0.7851179,-0.61354786,0.0,3,laying_down
1521110630036,-0.051525936,0.06702567,0.78512806,-0.6135363,0.0,3,laying_down
1521110630041,-0.051513683,0.067022644,0.7851365,-0.61352676,0.0,3,laying_down
1521110630046,-0.051499344,0.06702124,0.78514516,-0.6135171,0.0,3,laying_down
1521110630052,-0.051483195,0.0670179,0.7851523,-0.61350965,0.0,3,laying_down
1521110630056,-0.05146732,0.06701097,0.78515786,-0.61350465,0.0,3,laying_down
1521110630061,-0.051449284,0.067002356,0.78515875,-0.613506,0.0,3,laying_down
1521110630066,-0.056279127,0.071168475,0.7680166,-0.63397026,0.0,3,laying_down
1521110630072,-0.056255665,0.0711613,0.76800436,-0.63398796,0.0,3,laying_down
1521110630076,-0.056233134,0.07115676,0.76798517,-0.6340137,0.0,3,laying_down
1521110630081,-0.05621526,0.07115523,0.76795876,-0.6340475,0.0,3,laying_down
1521110630086,-0.056201883,0.07116027,0.76792663,-0.63408697,0.0,3,laying_down
1521110630092,-0.056189645,0.07117124,0.76789266,-0.63412803,0.0,3,laying_down
1521110630096,-0.056176506,0.07118981,0.7678569,-0.6341704,0.0,3,laying_down
1521110630135,-0.06113497,0.075808994,0.76240605,-0.6397286,0.0,3,laying_down
1521110630140,-0.065633394,0.08085143,0.759045,-0.6426555,0.0,3,laying_down
1521110630144,-0.06565013,0.08084518,0.7590218,-0.64268196,0.0,3,laying_down
1521110630148,-0.06565911,0.080814265,0.75899637,-0.642715,0.0,3,laying_down
1521110630152,-0.0656561,0.080762275,0.75896746,-0.642756,0.0,3,laying_down
1521110630157,-0.06564442,0.080696814,0.7589362,-0.6428023,0.0,3,laying_down
1521110630161,-0.06562556,0.08062007,0.7589007,-0.6428558,0.0,3,laying_down
1521110630167,-0.065599434,0.08053559,0.7588626,-0.642914,0.0,3,laying_down
1521110630172,-0.069496185,0.085463494,0.7560016,-0.64523476,0.0,3,laying_down
1521110630176,-0.0694604,0.08536979,0.7559613,-0.64529824,0.0,3,laying_down
1521110630181,-0.06942277,0.08528116,0.75592464,-0.645357,0.0,3,laying_down
1521110630186,-0.069388874,0.08520327,0.7558942,-0.64540654,0.0,3,laying_down
1521110630192,-0.06936062,0.085141495,0.75587326,-0.64544225,0.0,3,laying_down
1521110630197,-0.06934202,0.08509238,0.7558615,-0.6454645,0.0,3,laying_down
1521110630201,-0.06933462,0.085054606,0.75585526,-0.6454776,0.0,3,laying_down
1521110630206,-0.07371983,0.088436946,0.75088155,-0.6503239,0.0,3,laying_down
1521110630212,-0.07373314,0.08840917,0.7508815,-0.65032625,0.0,3,laying_down
