1521059843377,2.7239625,6.486765,6.639958,2,sitting
1521059843381,2.6952388,6.4963393,6.6495323,2,sitting
1521059843385,2.752686,6.515488,6.611234,2,sitting
1521059843388,2.752686,6.563361,6.563361,2,sitting
1521059843391,2.7239625,6.6208086,6.592085,2,sitting
1521059843395,2.6760898,6.630383,6.525063,2,sitting
1521059843398,2.6377914,6.6208086,6.410168,2,sitting
1521059843402,2.5516202,6.6208086,6.4676156,2,sitting
1521059843405,2.6377914,6.5346375,6.5537868,2,sitting
1521059843409,2.6760898,6.458041,6.4963393,2,sitting
1521059843412,2.6282167,6.4293175,6.563361,2,sitting
1521059843416,2.561195,6.4197426,6.630383,2,sitting
1521059843419,2.513322,6.5059137,6.7069798,2,sitting
1521059843423,2.5228968,6.5537868,6.6495323,2,sitting
1521059843426,2.5037475,6.611234,6.6016593,2,sitting
1521059843430,2.4845984,6.6591067,6.611234,2,sitting
1521059843433,2.3888528,6.6495323,6.6208086,2,sitting
1521059843481,2.360129,6.6495323,6.544212,2,sitting
1521059843485,2.3122563,6.592085,6.5825105,2,sitting
1521059843489,2.3697038,6.515488,6.5825105,2,sitting
1521059843493,2.4558747,6.4293175,6.5825105,2,sitting
1521059843497,2.561195,6.333572,6.6016593,2,sitting
1521059843501,2.494173,6.285699,6.668681,2,sitting
1521059843505,2.4463003,6.256975,6.668681,2,sitting
1521059843509,2.3505547,6.256975,6.678256,2,sitting
1521059843513,2.2931073,6.2761245,6.630383,2,sitting
1521059843517,2.2835326,6.3144226,6.6591067,2,sitting
1521059843521,2.2260852,6.3527207,6.630383,2,sitting
1521059843525,2.3122563,6.2952733,6.592085,2,sitting
1521059843529,2.3888528,6.2761245,6.6208086,2,sitting
1521059843533,2.34098,6.3527207,6.592085,2,sitting
1521059843537,2.3314054,6.410168,6.592085,2,sitting
1521059843541,2.34098,6.4197426,6.592085,2,sitting
1521059843545,2.3314054,6.438892,6.592085,2,sitting
1521059843549,2.2931073,6.4005938,6.563361,2,sitting
1521059843553,2.2835326,6.4005938,6.5346375,2,sitting
1521059843557,2.2739582,6.37187,6.563361,2,sitting
1521059843561,2.2931073,6.3431463,6.592085,2,sitting
1521059843565,2.3314054,6.304848,6.6495323,2,sitting
1521059843569,2.3314054,6.2761245,6.668681,2,sitting
1521059843573,2.34098,6.3527207,6.6495323,2,sitting
1521059843569,2.2643836,6.4293175,6.678256,2,sitting
1521059843569,2.254809,6.4676156,6.639958,2,sitting
1521059843569,2.254809,6.486765,6.630383,2,sitting
1521059843570,2.2356598,6.458041,6.678256,2,sitting
1521059843570,2.2356598,6.410168,6.764427,2,sitting
1521059843570,2.2643836,6.391019,6.745278,2,sitting
1521059843570,2.1973617,6.4197426,6.7548523,2,sitting
1521059843570,2.2356598,6.391019,6.764427,2,sitting
1521059843571,2.2835326,6.2952733,6.716554,2,sitting
1521059843571,2.3026817,6.2761245,6.6495323,2,sitting
1521059843571,2.2835326,6.218677,6.668681,2,sitting
1521059843571,2.2739582,6.151655,6.6208086,2,sitting
1521059843572,2.3122563,6.151655,6.592085,2,sitting
1521059843595,2.2356598,6.2474008,6.630383,2,sitting
1521059843599,2.2260852,6.2761245,6.6878304,2,sitting
1521059843603,2.254809,6.2282515,6.716554,2,sitting
1521059843607,2.254809,6.1995277,6.7261286,2,sitting
1521059843611,2.2739582,6.218677,6.7357035,2,sitting
1521059843615,2.254809,6.2474008,6.7740016,2,sitting
1521059843619,2.254809,6.333572,6.7357035,2,sitting
1521059843623,2.2835326,6.4005938,6.6591067,2,sitting
1521059843627,2.321831,6.410168,6.6208086,2,sitting
1521059843631,2.360129,6.458041,6.630383,2,sitting
1521059843635,2.3888528,6.458041,6.592085,2,sitting
1521059843639,2.3888528,6.47719,6.6878304,2,sitting
1521059843655,2.3792782,6.4676156,6.716554,2,sitting
1521059843659,2.408002,6.4676156,6.716554,2,sitting
1521059843663,2.3888528,6.4197426,6.7357035,2,sitting
1521059843667,2.3697038,6.4293175,6.764427,2,sitting
1521059843671,2.3792782,6.438892,6.783576,2,sitting
1521059843675,2.408002,6.410168,6.7931504,2,sitting
1521059843679,2.475024,6.4005938,6.8027253,2,sitting
1521059843683,2.427151,6.3814445,6.764427,2,sitting
1521059843687,2.4367256,6.410168,6.7261286,2,sitting
1521059843691,2.3792782,6.4293175,6.668681,2,sitting
1521059843695,2.360129,6.4197426,6.697405,2,sitting
1521059843699,6.410168,2.3984275,-6.697405,2,sitting
1521059843703,6.410168,2.3984275,-6.697405,2,sitting
1521059843707,6.3431463,2.3888528,-6.7548523,2,sitting
1521059843711,2.3314054,6.4005938,6.7357035,2,sitting
1521059843715,2.2739582,6.4484663,6.7069798,2,sitting
1521059843719,2.2835326,6.4484663,6.697405,2,sitting
1521059843723,2.321831,6.4676156,6.6878304,2,sitting
1521059843727,2.3122563,6.4963393,6.745278,2,sitting
1521059843732,2.34098,6.486765,6.697405,2,sitting
1521059843736,2.2835326,6.47719,6.6495323,2,sitting
1521059843740,2.2165108,6.486765,6.668681,2,sitting
1521059843744,2.187787,6.4484663,6.7069798,2,sitting
1521059843748,2.1303396,6.4676156,6.764427,2,sitting
1521059843752,2.1207652,6.4963393,6.7740016,2,sitting
1521059843756,2.1303396,6.5825105,6.8027253,2,sitting
1521059843760,2.187787,6.544212,6.869747,2,sitting
1521059843764,2.2260852,6.458041,6.898471,2,sitting
1521059843768,6.4293175,2.2356598,-6.8793216,2,sitting
1521059843772,6.438892,2.1973617,-6.898471,2,sitting
1521059843776,6.438892,2.187787,-6.869747,2,sitting
1521059843780,2.1782124,6.4197426,6.869747,2,sitting
1521059843784,2.2260852,6.4293175,6.8122997,2,sitting
1521059843788,2.2643836,6.4005938,6.831449,2,sitting
1521059843792,2.2739582,6.4197426,6.8027253,2,sitting
1521059843796,2.2739582,6.4963393,6.764427,2,sitting
1521059843809,2.2739582,6.544212,6.7069798,2,sitting
1521059843813,2.2835326,6.4963393,6.7261286,2,sitting
1521059843817,2.2931073,6.486765,6.783576,2,sitting
1521059843821,2.34098,6.4484663,6.783576,2,sitting
1521059843825,2.3314054,6.458041,6.7740016,2,sitting
1521059843829,2.321831,6.47719,6.697405,2,sitting
1521059843833,2.3792782,6.4963393,6.678256,2,sitting
1521059843837,2.3984275,6.5059137,6.639958,2,sitting
1521059843841,2.3984275,6.458041,6.716554,2,sitting
1521059843845,6.4676156,2.360129,-6.764427,2,sitting
1521059843849,6.4197426,2.2643836,-6.821874,2,sitting
1521059843853,6.3431463,2.2931073,-6.7740016,2,sitting
